[8, 6, '1', 'Explanation']
[1, 10, '-1', 'Research']
[12, 5, '1', 'Others']
[6, 7, '1', 'Research']
[8, 3, '-1', 'Research']
[7, 12, '1', 'Others']
[1, 12, '-1', 'Explanation']
[5, 10, '1', 'Others']
[6, 14, '1', 'Others']
[6, 9, '1', 'Research']
[7, 15, '1', 'Others']
[7, 14, '1', 'Others']
[15, 1, '1', 'Case']
[11, 10, '-1', 'Case']
[7, 7, '1', 'Research']
[9, 4, '-1', 'Explanation']
[10, 9, '1', 'Explanation']
[4, 6, '1', 'Case']
[5, 15, '1', 'Explanation']
[2, 5, '1', 'Expert']
[6, 12, '-1', 'Case']
[3, 14, '-1', 'Expert']
[9, 7, '1', 'Others']
[4, 5, '1', 'Research']
[6, 2, '-1', 'Explanation']
[8, 9, '-1', 'Explanation']
[1, 11, '1', 'Research']
[2, 15, '-1', 'Expert']
[15, 10, '-1', 'Explanation']
[9, 15, '1', 'Expert']
[6, 4, '-1', 'Others']
[5, 3, '1', 'Others']
[5, 2, '1', 'Case']
[12, 12, '-1', 'Research']
[13, 15, '1', 'Expert']
[7, 4, '1', 'Expert']
[4, 7, '-1', 'Expert']
[15, 7, '1', 'Case']
[8, 6, '1', 'Explanation']
[6, 10, '-1', 'Others']
[13, 11, '-1', 'Expert']
[10, 9, '-1', 'Research']
[6, 7, '-1', 'Explanation']
[1, 10, '-1', 'Expert']
[3, 10, '1', 'Explanation']
[11, 14, '1', 'Expert']
[15, 8, '-1', 'Explanation']
[6, 11, '-1', 'Research']
[1, 4, '-1', 'Others']
[15, 15, '1', 'Explanation']
[9, 1, '-1', 'Research']
[3, 12, '1', 'Others']
[10, 6, '1', 'Research']
[2, 10, '-1', 'Others']
[5, 3, '-1', 'Explanation']
[12, 3, '-1', 'Research']
[1, 10, '-1', 'Expert']
[3, 13, '-1', 'Case']
[7, 14, '1', 'Research']
[2, 6, '1', 'Expert']
[14, 12, '-1', 'Case']
[11, 10, '1', 'Research']
[13, 8, '1', 'Research']
[3, 4, '1', 'Expert']
[13, 10, '-1', 'Explanation']
[7, 2, '1', 'Expert']
[4, 7, '-1', 'Research']
[15, 6, '1', 'Research']
[12, 4, '1', 'Research']
[8, 8, '-1', 'Others']
[10, 14, '-1', 'Explanation']
[4, 13, '-1', 'Case']
[3, 9, '1', 'Others']
[14, 2, '1', 'Expert']
[7, 10, '-1', 'Explanation']
[7, 14, '-1', 'Expert']
[4, 11, '1', 'Explanation']
[7, 15, '-1', 'Case']
[5, 4, '-1', 'Explanation']
[5, 7, '1', 'Others']
[11, 8, '-1', 'Case']
[4, 5, '-1', 'Research']
[3, 7, '1', 'Case']
[2, 8, '1', 'Case']
[12, 6, '1', 'Explanation']
[9, 15, '1', 'Explanation']
[10, 9, '1', 'Explanation']
[2, 15, '1', 'Research']
[14, 10, '-1', 'Expert']
[11, 5, '1', 'Expert']
[14, 15, '1', 'Research']
[5, 4, '1', 'Case']
[11, 5, '-1', 'Case']
[3, 8, '-1', 'Others']
[14, 14, '-1', 'Others']
[8, 10, '-1', 'Others']
[15, 9, '-1', 'Case']
[4, 7, '-1', 'Research']
[5, 11, '-1', 'Case']
[12, 5, '-1', 'Expert']
[14, 10, '1', 'Case']
[13, 8, '-1', 'Case']
[10, 9, '-1', 'Research']
[4, 4, '-1', 'Research']
[15, 13, '1', 'Case']
[7, 2, '-1', 'Research']
[15, 7, '-1', 'Case']
[12, 5, '1', 'Explanation']
[8, 6, '1', 'Expert']
[3, 13, '1', 'Explanation']
[14, 3, '-1', 'Research']
[9, 6, '1', 'Research']
[10, 9, '1', 'Case']
[12, 9, '-1', 'Others']
[5, 4, '1', 'Research']
[14, 4, '-1', 'Expert']
[6, 6, '-1', 'Explanation']
[6, 7, '-1', 'Expert']
[6, 11, '1', 'Case']
[1, 11, '1', 'Case']
[4, 9, '1', 'Explanation']
[2, 2, '1', 'Case']
[15, 12, '-1', 'Others']
[8, 15, '-1', 'Explanation']
[10, 15, '1', 'Case']
[13, 10, '1', 'Others']
[12, 8, '1', 'Expert']
[6, 15, '1', 'Research']
[12, 5, '1', 'Expert']
[6, 13, '1', 'Expert']
[5, 13, '-1', 'Case']
[7, 1, '1', 'Expert']
[11, 15, '-1', 'Research']
[12, 7, '-1', 'Case']
[14, 5, '-1', 'Expert']
[15, 2, '-1', 'Research']
[14, 4, '1', 'Explanation']
[15, 2, '1', 'Research']
[11, 7, '1', 'Others']
[9, 7, '-1', 'Explanation']
[7, 8, '-1', 'Explanation']
[13, 3, '-1', 'Case']
[6, 8, '1', 'Others']
[12, 6, '1', 'Research']
[6, 2, '1', 'Research']
[3, 8, '1', 'Case']
[15, 7, '-1', 'Expert']
[15, 3, '1', 'Case']
[15, 13, '1', 'Case']
[6, 4, '-1', 'Research']
[9, 1, '1', 'Others']
[2, 4, '-1', 'Research']
[7, 5, '1', 'Research']
[3, 3, '-1', 'Case']
[14, 5, '1', 'Explanation']
[10, 6, '-1', 'Explanation']
[13, 7, '1', 'Others']
[8, 1, '-1', 'Others']
[5, 13, '1', 'Expert']
[3, 7, '1', 'Expert']
[8, 12, '1', 'Research']
[8, 9, '-1', 'Case']
[4, 5, '-1', 'Research']
[15, 9, '1', 'Explanation']
[11, 1, '-1', 'Case']
[7, 10, '-1', 'Research']
[15, 4, '-1', 'Case']
[6, 12, '1', 'Explanation']
[9, 12, '-1', 'Explanation']
[4, 8, '-1', 'Expert']
[14, 3, '-1', 'Expert']
[14, 10, '1', 'Expert']
[2, 15, '-1', 'Explanation']
[8, 6, '1', 'Case']
[1, 3, '-1', 'Explanation']
[8, 12, '1', 'Expert']
[8, 13, '-1', 'Explanation']
[6, 6, '1', 'Others']
[8, 2, '-1', 'Explanation']
[14, 6, '1', 'Explanation']
[14, 1, '-1', 'Case']
[12, 11, '1', 'Others']
[8, 3, '1', 'Research']
[2, 4, '-1', 'Research']
[8, 5, '1', 'Expert']
[11, 13, '1', 'Explanation']
[12, 6, '1', 'Expert']
[12, 3, '1', 'Case']
[9, 9, '1', 'Case']
[10, 11, '1', 'Explanation']
[15, 11, '-1', 'Expert']
[13, 14, '-1', 'Case']
[5, 12, '-1', 'Case']
[9, 8, '1', 'Case']
[6, 4, '1', 'Explanation']
[1, 13, '1', 'Expert']
[7, 4, '-1', 'Expert']
[8, 10, '-1', 'Expert']
[2, 8, '-1', 'Case']
[6, 10, '-1', 'Expert']
[8, 8, '1', 'Expert']
[6, 9, '1', 'Others']
[7, 4, '-1', 'Research']
[4, 11, '-1', 'Expert']
[1, 13, '-1', 'Case']
[1, 14, '1', 'Research']
[3, 6, '1', 'Explanation']
[12, 3, '-1', 'Expert']
[10, 2, '1', 'Expert']
[12, 4, '-1', 'Case']
[1, 3, '-1', 'Others']
[5, 3, '1', 'Case']
[13, 8, '-1', 'Others']
[9, 10, '-1', 'Others']
[14, 14, '1', 'Expert']
[3, 8, '1', 'Case']
[14, 4, '1', 'Research']
[1, 12, '-1', 'Research']
[7, 2, '-1', 'Others']
[4, 7, '1', 'Case']
[2, 2, '1', 'Others']
[12, 6, '1', 'Explanation']
[7, 1, '-1', 'Others']
[2, 10, '-1', 'Case']
[3, 11, '-1', 'Case']
[12, 9, '-1', 'Research']
[6, 5, '1', 'Expert']
[5, 6, '-1', 'Research']
[7, 1, '1', 'Others']
[9, 9, '-1', 'Expert']
[6, 6, '1', 'Case']
[6, 7, '-1', 'Others']
[12, 2, '1', 'Expert']
[6, 7, '1', 'Case']
[12, 4, '-1', 'Case']
[2, 5, '-1', 'Research']
[4, 4, '1', 'Others']
[1, 8, '1', 'Case']
[12, 3, '1', 'Others']
[1, 8, '1', 'Research']
[13, 15, '1', 'Expert']
[3, 9, '1', 'Research']
[4, 6, '1', 'Others']
[13, 9, '1', 'Case']
[10, 2, '-1', 'Explanation']
[7, 15, '-1', 'Research']
[12, 12, '-1', 'Case']
[8, 13, '1', 'Expert']
[13, 9, '-1', 'Others']
[8, 9, '-1', 'Research']
[15, 5, '1', 'Others']
[13, 14, '-1', 'Expert']
[7, 10, '1', 'Others']
[9, 3, '-1', 'Research']
[12, 4, '1', 'Others']
[12, 14, '1', 'Case']
[10, 2, '-1', 'Research']
[4, 11, '-1', 'Expert']
[11, 13, '1', 'Others']
[9, 9, '-1', 'Others']
[8, 12, '-1', 'Explanation']
[1, 7, '1', 'Others']
[1, 7, '1', 'Others']
[5, 7, '1', 'Expert']
[6, 11, '-1', 'Expert']
[11, 3, '-1', 'Explanation']
[12, 6, '1', 'Others']
[7, 3, '1', 'Explanation']
[15, 9, '1', 'Expert']
[10, 8, '-1', 'Explanation']
[12, 1, '1', 'Research']
[11, 10, '1', 'Others']
[15, 3, '-1', 'Research']
[14, 10, '-1', 'Expert']
[3, 2, '1', 'Others']
[10, 9, '-1', 'Explanation']
[10, 15, '1', 'Case']
[2, 15, '1', 'Others']
[3, 8, '1', 'Case']
[15, 3, '1', 'Case']
[9, 1, '-1', 'Others']
[9, 6, '-1', 'Expert']
[2, 12, '1', 'Expert']
[10, 15, '1', 'Research']
[2, 12, '-1', 'Expert']
[10, 2, '1', 'Others']
[5, 12, '-1', 'Research']
[4, 1, '1', 'Case']
[8, 9, '1', 'Others']
[8, 4, '1', 'Others']
[7, 15, '1', 'Others']
[13, 10, '-1', 'Others']
[7, 3, '-1', 'Case']
[10, 9, '1', 'Research']
[13, 2, '-1', 'Expert']
[7, 14, '-1', 'Others']
[8, 3, '-1', 'Others']
[2, 13, '1', 'Research']
[6, 14, '1', 'Expert']
[7, 8, '-1', 'Research']
[15, 10, '-1', 'Research']
[13, 5, '-1', 'Explanation']
[14, 5, '-1', 'Explanation']
[15, 12, '1', 'Explanation']
[6, 5, '-1', 'Explanation']
[9, 1, '-1', 'Others']
[11, 5, '1', 'Explanation']
[15, 8, '1', 'Research']
[1, 13, '1', 'Case']
[15, 1, '1', 'Others']
[3, 12, '-1', 'Case']
[14, 9, '1', 'Case']
[3, 11, '-1', 'Case']
[9, 12, '-1', 'Others']
[8, 5, '-1', 'Others']
[10, 8, '1', 'Others']
[13, 3, '1', 'Case']
[15, 14, '1', 'Expert']
[4, 4, '1', 'Case']
[1, 14, '1', 'Explanation']
[9, 2, '-1', 'Others']
[5, 12, '-1', 'Expert']
[2, 10, '-1', 'Others']
[9, 1, '-1', 'Expert']
[2, 2, '-1', 'Explanation']
[1, 9, '-1', 'Others']
[4, 11, '1', 'Explanation']
[2, 14, '1', 'Research']
[13, 15, '1', 'Explanation']
[11, 12, '1', 'Explanation']
[1, 10, '-1', 'Research']
[3, 5, '-1', 'Explanation']
[3, 7, '-1', 'Case']
[5, 4, '1', 'Research']
[2, 12, '-1', 'Explanation']
[6, 2, '1', 'Explanation']
[8, 11, '1', 'Case']
[6, 2, '1', 'Research']
[3, 7, '-1', 'Case']
[3, 12, '1', 'Expert']
[7, 15, '1', 'Explanation']
[4, 9, '1', 'Explanation']
[6, 2, '-1', 'Case']
[2, 13, '1', 'Case']
[3, 3, '1', 'Expert']
[7, 8, '1', 'Explanation']
[7, 15, '-1', 'Research']
[2, 10, '-1', 'Expert']
[8, 13, '-1', 'Expert']
[1, 13, '1', 'Expert']
[10, 2, '1', 'Others']
[10, 15, '1', 'Expert']
[14, 10, '-1', 'Research']
[7, 13, '1', 'Others']
[9, 9, '-1', 'Others']
[9, 8, '1', 'Explanation']
[2, 13, '1', 'Expert']
[12, 15, '-1', 'Case']
[6, 4, '-1', 'Explanation']
[15, 9, '-1', 'Research']
[9, 5, '1', 'Expert']
[7, 10, '1', 'Research']
[11, 11, '-1', 'Explanation']
[11, 1, '1', 'Case']
[8, 8, '-1', 'Research']
[7, 5, '-1', 'Others']
[2, 15, '-1', 'Case']
[3, 14, '1', 'Others']
[11, 13, '1', 'Others']
[7, 4, '1', 'Explanation']
[7, 7, '1', 'Others']
[10, 5, '1', 'Case']
[11, 5, '1', 'Case']
[8, 13, '1', 'Expert']
[9, 4, '1', 'Case']
[4, 13, '-1', 'Explanation']
[3, 8, '-1', 'Explanation']
[8, 5, '1', 'Expert']
[1, 13, '1', 'Case']
[7, 7, '-1', 'Research']
[3, 4, '-1', 'Others']
[10, 5, '1', 'Research']
[11, 11, '1', 'Others']
[4, 8, '1', 'Case']
[3, 12, '-1', 'Expert']
[3, 15, '1', 'Expert']
[13, 11, '1', 'Case']
[8, 2, '-1', 'Others']
[11, 4, '1', 'Explanation']
[4, 6, '1', 'Research']
[14, 10, '1', 'Explanation']
[3, 3, '-1', 'Others']
[2, 2, '-1', 'Research']
[7, 4, '-1', 'Explanation']
[8, 9, '1', 'Expert']
[7, 8, '1', 'Research']
[5, 14, '-1', 'Research']
[8, 9, '-1', 'Research']
[3, 5, '1', 'Expert']
[12, 5, '-1', 'Research']
[15, 4, '1', 'Others']
[5, 5, '-1', 'Others']
[15, 14, '-1', 'Others']
[9, 1, '-1', 'Research']
[14, 5, '1', 'Research']
[4, 4, '-1', 'Research']
[4, 15, '-1', 'Research']
[15, 9, '-1', 'Research']
[13, 14, '-1', 'Research']
[9, 13, '1', 'Explanation']
[11, 9, '1', 'Expert']
[5, 10, '1', 'Case']
[10, 3, '-1', 'Research']
[11, 2, '-1', 'Case']
[2, 15, '-1', 'Research']
[4, 10, '-1', 'Explanation']
[12, 11, '-1', 'Research']
[8, 11, '1', 'Others']
[1, 5, '-1', 'Others']
[5, 10, '-1', 'Expert']
[6, 2, '-1', 'Case']
[9, 3, '1', 'Research']
[13, 7, '-1', 'Expert']
[12, 5, '-1', 'Others']
[14, 10, '1', 'Explanation']
[4, 11, '-1', 'Research']
[13, 15, '1', 'Research']
[3, 8, '1', 'Expert']
[11, 6, '1', 'Case']
[8, 4, '1', 'Explanation']
[14, 7, '1', 'Others']
[1, 14, '1', 'Case']
[9, 10, '-1', 'Case']
[10, 10, '1', 'Research']
[8, 15, '1', 'Case']
[12, 10, '-1', 'Research']
[12, 3, '1', 'Expert']
[6, 5, '-1', 'Expert']
[14, 14, '-1', 'Expert']
[11, 2, '1', 'Case']
[3, 3, '1', 'Case']
[3, 5, '1', 'Explanation']
[8, 14, '1', 'Explanation']
[4, 12, '1', 'Expert']
[14, 9, '1', 'Explanation']
[13, 7, '1', 'Case']
[12, 6, '1', 'Others']
[4, 3, '-1', 'Research']
[12, 11, '-1', 'Explanation']
[6, 13, '1', 'Others']
[11, 11, '-1', 'Expert']
[5, 14, '1', 'Expert']
[4, 7, '-1', 'Research']
[3, 1, '1', 'Expert']
[3, 1, '-1', 'Case']
[7, 10, '-1', 'Explanation']
[14, 7, '1', 'Expert']
[11, 6, '-1', 'Others']
[7, 9, '-1', 'Others']
[2, 8, '1', 'Others']
[3, 14, '-1', 'Others']
[6, 2, '-1', 'Expert']
[15, 3, '1', 'Explanation']
[5, 12, '1', 'Others']
[3, 1, '1', 'Research']
[6, 1, '1', 'Research']
[3, 9, '1', 'Explanation']
[5, 14, '-1', 'Explanation']
[6, 2, '1', 'Case']
[13, 12, '1', 'Research']
[4, 8, '-1', 'Case']
[2, 5, '-1', 'Research']
[15, 14, '-1', 'Others']
[7, 7, '1', 'Explanation']
[6, 14, '-1', 'Expert']
[2, 14, '-1', 'Case']
[6, 4, '-1', 'Case']
[2, 13, '1', 'Explanation']
[12, 7, '-1', 'Others']
[4, 8, '-1', 'Explanation']
[2, 3, '-1', 'Explanation']
[12, 3, '-1', 'Explanation']
[2, 8, '1', 'Case']
[11, 10, '1', 'Research']
[11, 14, '1', 'Explanation']
[11, 12, '-1', 'Case']
[6, 5, '1', 'Explanation']
[11, 10, '-1', 'Expert']
[1, 9, '-1', 'Research']
[9, 1, '1', 'Others']
[3, 13, '1', 'Research']
[7, 12, '1', 'Explanation']
[9, 8, '-1', 'Others']
[15, 13, '1', 'Case']
[3, 3, '-1', 'Case']
[2, 11, '1', 'Expert']
[13, 8, '1', 'Expert']
[2, 13, '1', 'Expert']
[4, 15, '1', 'Research']
[4, 7, '1', 'Research']
[5, 1, '-1', 'Research']
[1, 14, '-1', 'Research']
[12, 13, '1', 'Expert']
[9, 7, '-1', 'Explanation']
[3, 15, '-1', 'Explanation']
[8, 7, '1', 'Research']
[3, 11, '1', 'Explanation']
[5, 4, '-1', 'Case']
[1, 11, '1', 'Explanation']
[3, 4, '-1', 'Case']
[13, 6, '1', 'Explanation']
[9, 7, '1', 'Expert']
[11, 12, '-1', 'Explanation']
[13, 4, '1', 'Expert']
[2, 10, '1', 'Case']
[13, 15, '-1', 'Explanation']
[5, 10, '1', 'Research']
[15, 3, '-1', 'Expert']
[12, 10, '-1', 'Expert']
[6, 10, '1', 'Research']
[14, 1, '-1', 'Case']
[13, 15, '1', 'Research']
[13, 11, '1', 'Expert']
[6, 6, '-1', 'Expert']
[14, 11, '1', 'Expert']
[6, 4, '-1', 'Explanation']
[9, 10, '-1', 'Explanation']
[9, 4, '-1', 'Explanation']
[6, 11, '-1', 'Explanation']
[15, 6, '-1', 'Explanation']
[9, 8, '-1', 'Research']
[5, 5, '-1', 'Others']
[15, 14, '-1', 'Expert']
[15, 5, '1', 'Explanation']
[6, 12, '-1', 'Research']
[8, 8, '-1', 'Others']
[1, 14, '1', 'Case']
[2, 12, '-1', 'Others']
[6, 5, '-1', 'Others']
[10, 3, '1', 'Case']
[7, 14, '-1', 'Case']
[7, 1, '1', 'Case']
[13, 14, '-1', 'Expert']
[2, 5, '-1', 'Research']
[6, 4, '-1', 'Research']
[6, 1, '1', 'Others']
[9, 3, '-1', 'Case']
[14, 15, '-1', 'Explanation']
[4, 8, '1', 'Research']
[11, 11, '-1', 'Expert']
[5, 7, '-1', 'Expert']
[8, 4, '-1', 'Case']
[6, 10, '-1', 'Case']
[3, 5, '-1', 'Case']
[13, 14, '-1', 'Research']
[2, 9, '1', 'Others']
[6, 12, '1', 'Expert']
[1, 7, '-1', 'Research']
[8, 5, '-1', 'Others']
[3, 1, '-1', 'Others']
[2, 6, '1', 'Research']
[1, 8, '1', 'Research']
[5, 2, '-1', 'Expert']
[4, 5, '-1', 'Case']
[6, 14, '-1', 'Expert']
[2, 9, '-1', 'Case']
[4, 4, '1', 'Others']
[2, 6, '1', 'Case']
[3, 3, '-1', 'Others']
[1, 15, '-1', 'Others']
[1, 12, '-1', 'Explanation']
[14, 12, '1', 'Others']
[3, 8, '-1', 'Others']
[11, 15, '1', 'Explanation']
[14, 12, '1', 'Case']
[9, 15, '-1', 'Others']
[8, 13, '1', 'Expert']
[2, 12, '1', 'Research']
[2, 10, '-1', 'Case']
[12, 11, '-1', 'Expert']
[9, 6, '1', 'Research']
[5, 9, '1', 'Explanation']
[13, 4, '1', 'Case']
[11, 12, '1', 'Explanation']
[14, 1, '-1', 'Case']
[11, 10, '-1', 'Explanation']
[2, 5, '-1', 'Others']
[5, 6, '1', 'Others']
[7, 11, '1', 'Case']
[6, 4, '-1', 'Case']
[15, 3, '1', 'Explanation']
[5, 13, '1', 'Research']
[10, 1, '-1', 'Expert']
[15, 10, '1', 'Case']
[9, 5, '-1', 'Others']
[9, 2, '-1', 'Others']
[15, 6, '-1', 'Research']
[12, 14, '-1', 'Case']
[15, 8, '1', 'Expert']
[1, 13, '-1', 'Expert']
[14, 7, '1', 'Others']
[7, 9, '-1', 'Expert']
[13, 14, '1', 'Others']
[7, 4, '1', 'Research']
[1, 4, '-1', 'Case']
[4, 4, '1', 'Expert']
[8, 5, '-1', 'Explanation']
[1, 7, '-1', 'Case']
[10, 15, '1', 'Others']
[11, 2, '-1', 'Explanation']
[12, 3, '-1', 'Expert']
[1, 14, '1', 'Expert']
[1, 7, '1', 'Explanation']
[10, 6, '1', 'Others']
[13, 8, '-1', 'Others']
[1, 3, '1', 'Case']
[6, 4, '1', 'Case']
[4, 4, '-1', 'Others']
[15, 8, '-1', 'Expert']
[7, 11, '-1', 'Explanation']
[13, 10, '-1', 'Others']
[5, 14, '-1', 'Explanation']
[1, 11, '1', 'Explanation']
[10, 10, '-1', 'Explanation']
[8, 4, '1', 'Explanation']
[1, 6, '1', 'Others']
[12, 2, '-1', 'Expert']
[2, 4, '1', 'Expert']
[5, 6, '1', 'Explanation']
[5, 6, '-1', 'Others']
[15, 4, '-1', 'Case']
[12, 12, '1', 'Explanation']
[12, 2, '-1', 'Research']
[13, 12, '1', 'Case']
[9, 13, '1', 'Case']
[12, 9, '-1', 'Expert']
[4, 3, '1', 'Explanation']
[13, 12, '-1', 'Research']
[10, 2, '-1', 'Expert']
[12, 7, '-1', 'Case']
[8, 8, '-1', 'Explanation']
[15, 15, '-1', 'Others']
[4, 5, '-1', 'Others']
[11, 14, '-1', 'Expert']
[13, 6, '-1', 'Case']
[9, 6, '1', 'Expert']
[7, 12, '-1', 'Expert']
[15, 2, '-1', 'Case']
[10, 6, '1', 'Expert']
[12, 10, '1', 'Research']
[7, 11, '1', 'Explanation']
[15, 12, '1', 'Research']
[7, 4, '-1', 'Research']
[8, 7, '1', 'Case']
[8, 13, '1', 'Others']
[11, 7, '1', 'Case']
[5, 12, '-1', 'Expert']
[13, 13, '-1', 'Explanation']
[7, 3, '-1', 'Others']
[14, 15, '1', 'Expert']
[4, 12, '1', 'Case']
[4, 9, '-1', 'Explanation']
[11, 5, '-1', 'Others']
[10, 1, '-1', 'Others']
[6, 10, '-1', 'Others']
[2, 15, '-1', 'Research']
[13, 5, '-1', 'Research']
[2, 3, '-1', 'Expert']
[11, 5, '1', 'Case']
[6, 3, '-1', 'Explanation']
[9, 4, '-1', 'Others']
[15, 5, '1', 'Others']
[11, 12, '1', 'Others']
[13, 15, '1', 'Case']
[2, 7, '-1', 'Explanation']
[6, 11, '1', 'Explanation']
[6, 12, '1', 'Explanation']
[5, 14, '-1', 'Research']
[9, 5, '-1', 'Others']
[1, 12, '-1', 'Explanation']
[6, 10, '-1', 'Others']
[7, 15, '1', 'Expert']
[7, 13, '1', 'Case']
[8, 14, '1', 'Expert']
[13, 8, '-1', 'Expert']
[14, 1, '1', 'Others']
[9, 2, '1', 'Expert']
[14, 9, '-1', 'Case']
[9, 14, '-1', 'Others']
[2, 11, '1', 'Expert']
[1, 15, '-1', 'Research']
[8, 11, '-1', 'Research']
[6, 3, '-1', 'Explanation']
[11, 6, '-1', 'Explanation']
[7, 13, '1', 'Research']
[9, 6, '-1', 'Others']
[10, 12, '1', 'Expert']
[5, 8, '-1', 'Explanation']
[1, 10, '1', 'Case']
[5, 3, '-1', 'Others']
[4, 10, '1', 'Others']
[5, 8, '1', 'Others']
[1, 6, '-1', 'Research']
[5, 12, '-1', 'Research']
[7, 14, '-1', 'Explanation']
[4, 2, '-1', 'Research']
[1, 10, '1', 'Expert']
[10, 8, '1', 'Research']
[14, 9, '1', 'Case']
[14, 9, '-1', 'Research']
[10, 11, '-1', 'Expert']
[14, 8, '1', 'Case']
[7, 1, '-1', 'Expert']
[14, 6, '-1', 'Explanation']
[11, 14, '1', 'Expert']
[15, 10, '-1', 'Others']
[6, 11, '-1', 'Explanation']
[3, 11, '1', 'Expert']
[3, 2, '1', 'Others']
[9, 6, '-1', 'Expert']
[4, 11, '-1', 'Explanation']
[6, 3, '-1', 'Expert']
[5, 15, '-1', 'Research']
[2, 9, '-1', 'Explanation']
[4, 4, '1', 'Expert']
[6, 5, '-1', 'Explanation']
[5, 3, '1', 'Others']
[4, 8, '-1', 'Research']
[2, 4, '-1', 'Others']
[1, 1, '-1', 'Case']
[11, 2, '1', 'Expert']
[9, 8, '1', 'Case']
[9, 7, '-1', 'Expert']
[3, 1, '1', 'Explanation']
[15, 14, '-1', 'Research']
[10, 15, '1', 'Research']
[5, 4, '-1', 'Others']
[15, 11, '1', 'Research']
[15, 4, '1', 'Research']
[15, 14, '1', 'Others']
[13, 10, '1', 'Research']
[14, 1, '-1', 'Explanation']
[10, 15, '1', 'Expert']
[10, 15, '1', 'Case']
[10, 15, '-1', 'Research']
[5, 14, '-1', 'Research']
[1, 9, '1', 'Research']
[4, 5, '1', 'Case']
[14, 7, '1', 'Expert']
[3, 6, '-1', 'Explanation']
[14, 13, '1', 'Expert']
[3, 11, '1', 'Research']
[4, 11, '1', 'Expert']
[1, 3, '1', 'Others']
[6, 15, '-1', 'Others']
[14, 15, '-1', 'Case']
[3, 13, '-1', 'Explanation']
[15, 1, '-1', 'Others']
[2, 8, '1', 'Research']
[9, 10, '-1', 'Research']
[9, 1, '1', 'Expert']
[13, 10, '-1', 'Research']
[5, 8, '1', 'Explanation']
[12, 8, '1', 'Explanation']
[4, 7, '1', 'Case']
[8, 5, '-1', 'Others']
[4, 9, '1', 'Research']
[12, 4, '-1', 'Case']
[9, 1, '-1', 'Case']
[11, 7, '1', 'Expert']
[7, 14, '-1', 'Explanation']
[6, 8, '-1', 'Case']
[13, 12, '-1', 'Case']
[10, 3, '1', 'Research']
[13, 4, '1', 'Expert']
[9, 1, '1', 'Expert']
[4, 11, '1', 'Case']
[3, 2, '-1', 'Case']
[8, 15, '1', 'Research']
[10, 5, '-1', 'Explanation']
[5, 13, '1', 'Others']
[8, 4, '1', 'Research']
[12, 13, '1', 'Research']
[5, 3, '-1', 'Research']
[14, 15, '1', 'Case']
[12, 12, '1', 'Explanation']
[1, 7, '1', 'Explanation']
[6, 1, '-1', 'Research']
[15, 5, '-1', 'Others']
[11, 11, '-1', 'Others']
[11, 8, '-1', 'Case']
[1, 7, '1', 'Explanation']
[12, 5, '1', 'Research']
[1, 13, '1', 'Others']
[6, 3, '-1', 'Expert']
[6, 12, '-1', 'Explanation']
[5, 12, '1', 'Others']
[11, 8, '-1', 'Case']
[10, 8, '1', 'Explanation']
[7, 4, '-1', 'Case']
[11, 5, '-1', 'Case']
[14, 5, '1', 'Explanation']
[1, 15, '-1', 'Others']
[12, 7, '-1', 'Expert']
[1, 5, '1', 'Explanation']
[9, 15, '1', 'Expert']
[1, 4, '-1', 'Research']
[13, 13, '-1', 'Explanation']
[9, 13, '1', 'Others']
[13, 8, '1', 'Case']
[10, 13, '-1', 'Explanation']
[7, 15, '-1', 'Case']
[13, 12, '-1', 'Case']
[8, 5, '-1', 'Expert']
[1, 12, '-1', 'Explanation']
[1, 3, '1', 'Explanation']
[8, 12, '1', 'Research']
[4, 3, '-1', 'Explanation']
[13, 2, '1', 'Case']
[5, 7, '-1', 'Others']
[13, 13, '1', 'Case']
[14, 15, '-1', 'Research']
[9, 12, '1', 'Research']
[5, 7, '1', 'Others']
[8, 7, '-1', 'Others']
[10, 2, '-1', 'Explanation']
[6, 14, '1', 'Research']
[14, 12, '-1', 'Research']
[2, 7, '-1', 'Case']
[14, 14, '1', 'Research']
[2, 10, '1', 'Research']
[12, 5, '-1', 'Explanation']
[12, 15, '-1', 'Research']
[8, 6, '-1', 'Others']
[13, 6, '-1', 'Case']
[8, 8, '-1', 'Research']
[1, 1, '1', 'Expert']
[1, 9, '-1', 'Explanation']
[5, 14, '-1', 'Explanation']
[2, 5, '1', 'Explanation']
[11, 9, '1', 'Others']
[2, 12, '-1', 'Explanation']
[13, 7, '1', 'Case']
[10, 12, '-1', 'Case']
[15, 1, '1', 'Others']
[13, 1, '-1', 'Explanation']
[3, 9, '1', 'Case']
[3, 13, '1', 'Explanation']
[4, 10, '-1', 'Explanation']
[6, 13, '-1', 'Others']
[4, 11, '-1', 'Explanation']
[14, 10, '1', 'Others']
[8, 2, '1', 'Research']
[6, 7, '-1', 'Explanation']
[1, 14, '1', 'Explanation']
[5, 9, '1', 'Case']
[11, 7, '-1', 'Research']
[9, 15, '-1', 'Others']
[9, 10, '1', 'Others']
[5, 9, '1', 'Expert']
[13, 13, '-1', 'Expert']
[11, 9, '-1', 'Others']
[3, 10, '1', 'Expert']
[3, 14, '-1', 'Research']
[11, 7, '-1', 'Research']
[9, 11, '1', 'Case']
[15, 12, '1', 'Research']
[8, 8, '-1', 'Case']
[2, 14, '1', 'Others']
